file	id	severity	route	family	reason	records	degraded	detail
cover.md	COVER	typed	typed	prose	typed	8-9		
notices.md	NOTICES	typed	typed	prose	typed	9-10		
edition.md	EDITION	typed	typed	prose	typed	10-13		
contents.md	CONTENTS	typed	typed	generated navigation	typed	13-16		
figures.md	FIGURES	typed	typed	generated list	typed	16-18		
front_1.md	FRONT_1	typed	typed	prose	typed	18-20		
front_2.md	FRONT_2	typed	typed	prose	typed	20-21		
preface.md	PREFACE	typed	typed	prose	typed	21-23		
preface-1.md	PREFACE.1	typed	typed	prose	typed	23-24		
preface-2.md	PREFACE.2	typed	typed	prose	typed	24-25		
preface-3.md	PREFACE.3	typed	typed	prose	typed	25-26		
preface-4.md	PREFACE.4	typed	typed	prose	typed	43-44		
changes.md	CHANGES	typed	typed	prose	typed	44-53		
1-0.md	1.0	typed	typed	prose	typed	53-55		
1-1.md	1.1	typed	typed	prose	typed	55-56		
1-2.md	1.2	best-effort	best-effort		typed-lowering-declined	58-61		prose topic rejected: placeholder run '??' is followed by visible text at record 58 token 256
1-3.md	1.3	typed	typed	prose	typed	74-75		
1-4.md	1.4	typed	typed	prose	typed	82-84		
1-5.md	1.5	typed	typed	prose	typed	176-178		
1-6.md	1.6	typed	typed	prose	typed	203-221		
1-7.md	1.7	typed	typed	prose	typed	224-232		
1-8.md	1.8	typed	typed	prose	typed	237-240		
1-9.md	1.9	typed	typed	prose	typed	242-251		
1-10.md	1.10	typed	typed	prose	typed	253-276		
1-11.md	1.11	typed	typed	prose	typed	280-286		
1-12.md	1.12	typed	typed	prose	typed	436-437		
1-13.md	1.13	typed	typed	prose	typed	438-440		
1-14.md	1.14	typed	typed	prose	typed	478-480		
1-15.md	1.15	typed	typed	prose	typed	499-508		
1-16.md	1.16	typed	typed	prose	typed	512-517		
1-17.md	1.17	typed	typed	prose	typed	521-536		
1-18.md	1.18	typed	typed	prose	typed	540-544		
1-19.md	1.19	typed	typed	prose	typed	549-552		
1-20.md	1.20	typed	typed	prose	typed	555-566		
1-21.md	1.21	typed	typed	prose	typed	567-573		
1-22.md	1.22	typed	typed	prose	typed	575-584		
1-23.md	1.23	typed	typed	prose	typed	587-589		
1-24.md	1.24	typed	typed	prose	typed	590-601		
1-25.md	1.25	typed	typed	prose	typed	603-607		
1-26.md	1.26	typed	typed	prose	typed	610-641		
1-27.md	1.27	typed	typed	prose	typed	651-663		
1-28.md	1.28	typed	typed	prose	typed	666-667		
1-29.md	1.29	best-effort	best-effort		typed-lowering-declined	676-708		prose topic rejected: unclaimed visible token '?' in record 701
1-30.md	1.30	typed	typed	prose	typed	719-735		
1-31.md	1.31	typed	typed	prose	typed	739-744		
1-32.md	1.32	typed	typed	prose	typed	751-764		
1-33.md	1.33	typed	typed	prose	typed	784-786		
1-34.md	1.34	typed	typed	prose	typed	788-797		
1-35.md	1.35	typed	typed	prose	typed	799-807		
1-36.md	1.36	typed	typed	prose	typed	813-821		
1-37.md	1.37	typed	typed	prose	typed	823-827		
1-38.md	1.38	typed	typed	prose	typed	829-831		
1-39.md	1.39	typed	typed	prose	typed	833-837		
1-40.md	1.40	typed	typed	prose	typed	838-849		
1-41.md	1.41	best-effort	best-effort		typed-lowering-declined	851-861		prose topic rejected: placeholder run '?' is followed by visible text at record 857 token 294
1-42.md	1.42	typed	typed	prose	typed	863-874		
1-43.md	1.43	typed	typed	prose	typed	879-890		
1-44.md	1.44	typed	typed	prose	typed	1055-1057		
1-45.md	1.45	typed	typed	prose	typed	1058-1074		
1-46.md	1.46	typed	typed	prose	typed	1115-1117		
1-47.md	1.47	typed	typed	prose	typed	1119-1124		
1-48.md	1.48	typed	typed	prose	typed	1131-1132		
2-0.md	2.0	typed	typed	prose	typed	1136-1138		
2-1.md	2.1	typed	typed	prose	typed	1138-1139		
2-2.md	2.2	typed	typed	prose	typed	1139-1142		
2-3.md	2.3	typed	typed	prose	typed	1142-1143		
2-4.md	2.4	typed	typed	prose	typed	1143-1144		
2-5.md	2.5	typed	typed	prose	typed	1144-1146		
2-6.md	2.6	typed	typed	prose	typed	1146-1152		
2-7.md	2.7	typed	typed	prose	typed	1152-1155		
2-8.md	2.8	typed	typed	prose	typed	1157-1161		
2-9.md	2.9	typed	typed	prose	typed	1165-1166		
2-10.md	2.10	typed	typed	prose	typed	1168-1171		
2-11.md	2.11	typed	typed	prose	typed	1174-1176		
2-12.md	2.12	typed	typed	prose	typed	1178-1181		
2-13.md	2.13	typed	typed	prose	typed	1183-1188		
2-14.md	2.14	typed	typed	prose	typed	1190-1199		
2-15.md	2.15	typed	typed	prose	typed	1201-1202		
2-16.md	2.16	typed	typed	prose	typed	1204-1205		
2-17.md	2.17	typed	typed	prose	typed	1205-1210		
2-18.md	2.18	typed	typed	prose	typed	1212-1214		
2-19.md	2.19	typed	typed	prose	typed	1216-1221		
2-20.md	2.20	typed	typed	prose	typed	1232-1233		
2-21.md	2.21	typed	typed	prose	typed	1235-1238		
2-22.md	2.22	typed	typed	prose	typed	1240-1243		
2-23.md	2.23	typed	typed	prose	typed	1245-1252		
2-24.md	2.24	typed	typed	prose	typed	1254-1255		
2-25.md	2.25	typed	typed	prose	typed	1257-1258		
index.md	INDEX	typed	typed	generated navigation	typed	1260-1327		
back_1.md	BACK_1	typed	typed	prose	typed	1327-1329		
comments.md	COMMENTS	typed	typed	prose	typed	1329-1330		
# summary	best-effort=3	typed=88	total=91
