file	id	severity	route	family	reason	records	degraded	detail
title.md	TITLE	typed	typed	prose	typed	3-4		
notices.md	NOTICES	typed	typed	prose	typed	4-7		
edition.md	EDITION	typed	typed	prose	typed	7-9		
contents.md	CONTENTS	typed	typed	generated navigation	typed	9-33		
preface.md	PREFACE	typed	typed	prose	typed	33-34		
preface-1.md	PREFACE.1	typed	typed	prose	typed	34-38		
preface-2.md	PREFACE.2	typed	typed	prose	typed	38-39		
preface-3.md	PREFACE.3	typed	typed	prose	typed	39-40		
preface-4.md	PREFACE.4	typed	typed	prose	typed	40-41		
1-1.md	1.1	typed	typed	prose	typed	42-45		
1-1-1.md	1.1.1	typed	typed	prose	typed	45-48		
1-1-2.md	1.1.2	typed	typed	prose	typed	48-51		
1-1-3.md	1.1.3	typed	typed	prose	typed	51-52		
1-1-4.md	1.1.4	typed	typed	prose	typed	52-54		
1-1-5.md	1.1.5	typed	typed	prose	typed	54-56		
1-1-6.md	1.1.6	typed	typed	prose	typed	56-57		
1-1-7.md	1.1.7	best-effort	best-effort		typed-lowering-declined	57-63		prose topic rejected: structural control SRLIStimzon is not a bare anchor
1-1-8.md	1.1.8	typed	typed	prose	typed	63-67		
1-1-9.md	1.1.9	typed	typed	prose	typed	67-75		
1-1-10.md	1.1.10	typed	typed	prose	typed	75-78		
1-1-11.md	1.1.11	typed	typed	prose	typed	78-81		
1-1-12.md	1.1.12	typed	typed	prose	typed	81-95		
1-1-13.md	1.1.13	typed	typed	prose	typed	95-104		
1-1-14.md	1.1.14	typed	typed	prose	typed	104-108		
1-1-15.md	1.1.15	typed	typed	prose	typed	108-117		
1-1-16.md	1.1.16	typed	typed	prose	typed	117-124		
1-1-17.md	1.1.17	typed	typed	prose	typed	124-127		
1-1-18.md	1.1.18	typed	typed	prose	typed	127-129		
1-1-19.md	1.1.19	typed	typed	prose	typed	129-131		
1-1-20.md	1.1.20	typed	typed	prose	typed	131-132		
1-1-21.md	1.1.21	typed	typed	prose	typed	132-141		
1-1-22.md	1.1.22	typed	typed	prose	typed	141-142		
1-1-23.md	1.1.23	typed	typed	prose	typed	142-168		
1-1-24.md	1.1.24	typed	typed	prose	typed	168-172		
1-1-25.md	1.1.25	typed	typed	prose	typed	172-173		
1-1-26.md	1.1.26	typed	typed	prose	typed	173-216		
1-1-27.md	1.1.27	best-effort	best-effort		typed-lowering-declined	216-243		prose topic rejected: placeholder run '?' is followed by visible text at record 218 token 281
1-1-28.md	1.1.28	typed	typed	prose	typed	243-247		
1-1-29.md	1.1.29	typed	typed	prose	typed	247-254		
1-1-30.md	1.1.30	best-effort	best-effort		typed-lowering-declined	254-276		prose topic rejected: placeholder run '?' is followed by visible text at record 271 token 242
1-1-31.md	1.1.31	typed	typed	prose	typed	276-319		
1-1-32.md	1.1.32	typed	typed	prose	typed	319-326		
1-1-33.md	1.1.33	typed	typed	prose	typed	326-329		
1-1-34.md	1.1.34	best-effort	best-effort		typed-lowering-declined	329-354		prose topic rejected: placeholder run '?' is followed by visible text at record 337 token 70
1-1-35.md	1.1.35	typed	typed	prose	typed	354-366		
1-1-36.md	1.1.36	typed	typed	prose	typed	366-369		
1-1-37.md	1.1.37	best-effort	best-effort		typed-lowering-declined	369-388		prose topic rejected: placeholder run '?' is followed by visible text at record 370 token 248
1-1-38.md	1.1.38	best-effort	best-effort		typed-lowering-declined	388-401		prose topic rejected: placeholder run '?' is followed by visible text at record 389 token 192
1-1-39.md	1.1.39	typed	typed	prose	typed	401-409		
1-1-40.md	1.1.40	typed	typed	prose	typed	409-415		
1-1-41.md	1.1.41	typed	typed	prose	typed	415-422		
1-1-42.md	1.1.42	typed	typed	prose	typed	422-432		
1-1-43.md	1.1.43	typed	typed	prose	typed	432-435		
1-1-44.md	1.1.44	typed	typed	prose	typed	435-440		
1-1-45.md	1.1.45	typed	typed	prose	typed	440-442		
1-1-46.md	1.1.46	best-effort	best-effort		typed-lowering-declined	442-445		prose topic rejected: placeholder run '?' is followed by visible text at record 442 token 298
1-1-47.md	1.1.47	best-effort	best-effort		typed-lowering-declined	445-451		prose topic rejected: placeholder run '?' is followed by visible text at record 445 token 250
1-1-48.md	1.1.48	best-effort	best-effort		typed-lowering-declined	451-460		prose topic rejected: placeholder run '?' is followed by visible text at record 452 token 101
1-1-49.md	1.1.49	best-effort	best-effort		typed-lowering-declined	460-485		prose topic rejected: placeholder run '?' is followed by visible text at record 463 token 32
1-1-50.md	1.1.50	typed	typed	prose	typed	485-492		
1-1-51.md	1.1.51	best-effort	best-effort		typed-lowering-declined	492-499		prose topic rejected: placeholder run '?' is followed by visible text at record 493 token 28
1-1-52.md	1.1.52	typed	typed	prose	typed	499-515		
1-1-53.md	1.1.53	typed	typed	prose	typed	515-516		
1-2.md	1.2	typed	typed	prose	typed	516-525		
2-3.md	2.3	typed	typed	prose	typed	527-528		
2-3-1.md	2.3.1	typed	typed	prose	typed	528-529		
2-3-2.md	2.3.2	typed	typed	prose	typed	529-532		
2-3-3.md	2.3.3	typed	typed	prose	typed	532-533		
2-3-3-1.md	2.3.3.1	typed	typed	prose	typed	533-536		
2-3-3-2.md	2.3.3.2	typed	typed	prose	typed	536-538		
2-3-3-3.md	2.3.3.3	typed	typed	prose	typed	538-539		
2-3-3-4.md	2.3.3.4	typed	typed	prose	typed	539-544		
2-3-3-5.md	2.3.3.5	typed	typed	prose	typed	544-546		
2-3-4.md	2.3.4	typed	typed	prose	typed	546-549		
2-3-5.md	2.3.5	typed	typed	prose	typed	549-551		
2-3-6.md	2.3.6	typed	typed	prose	typed	551-553		
2-3-7.md	2.3.7	typed	typed	prose	typed	553-555		
2-3-8.md	2.3.8	typed	typed	prose	typed	555-557		
2-3-8-1.md	2.3.8.1	typed	typed	prose	typed	557-559		
2-3-8-2.md	2.3.8.2	typed	typed	prose	typed	559-561		
2-3-8-3.md	2.3.8.3	typed	typed	prose	typed	561-564		
2-3-8-4.md	2.3.8.4	typed	typed	prose	typed	564-566		
2-3-9.md	2.3.9	typed	typed	prose	typed	566-567		
2-3-9-1.md	2.3.9.1	typed	typed	prose	typed	567-569		
2-3-9-2.md	2.3.9.2	typed	typed	prose	typed	569-571		
2-3-10.md	2.3.10	typed	typed	prose	typed	571-572		
2-3-11.md	2.3.11	typed	typed	prose	typed	572-575		
2-3-12.md	2.3.12	typed	typed	prose	typed	575-577		
2-3-12-1.md	2.3.12.1	typed	typed	prose	typed	577-579		
2-3-12-2.md	2.3.12.2	typed	typed	prose	typed	579-580		
2-3-12-3.md	2.3.12.3	typed	typed	prose	typed	580-582		
2-3-12-4.md	2.3.12.4	typed	typed	prose	typed	582-583		
2-3-13.md	2.3.13	typed	typed	prose	typed	583-584		
2-3-14.md	2.3.14	typed	typed	prose	typed	584-585		
2-4.md	2.4	typed	typed	prose	typed	585-587		
2-4-1.md	2.4.1	typed	typed	prose	typed	587-589		
2-4-1-1.md	2.4.1.1	typed	typed	prose	typed	589-591		
2-4-1-2.md	2.4.1.2	typed	typed	prose	typed	591-597		
2-4-1-3.md	2.4.1.3	typed	typed	prose	typed	597-598		
2-4-1-4.md	2.4.1.4	typed	typed	prose	typed	598-600		
2-4-1-5.md	2.4.1.5	typed	typed	prose	typed	600-601		
2-4-1-6.md	2.4.1.6	typed	typed	prose	typed	601-602		
2-4-1-7.md	2.4.1.7	typed	typed	prose	typed	602-603		
2-4-2.md	2.4.2	typed	typed	prose	typed	603-605		
2-4-2-1.md	2.4.2.1	typed	typed	prose	typed	605-607		
2-4-2-2.md	2.4.2.2	typed	typed	prose	typed	607-613		
2-4-2-3.md	2.4.2.3	typed	typed	prose	typed	613-614		
2-4-2-4.md	2.4.2.4	typed	typed	prose	typed	614-616		
2-4-2-5.md	2.4.2.5	typed	typed	prose	typed	616-618		
2-4-2-6.md	2.4.2.6	typed	typed	prose	typed	618-619		
2-4-2-7.md	2.4.2.7	typed	typed	prose	typed	619-620		
2-4-3.md	2.4.3	typed	typed	prose	typed	620-622		
2-4-3-1.md	2.4.3.1	typed	typed	prose	typed	622-624		
2-4-3-2.md	2.4.3.2	typed	typed	prose	typed	624-626		
2-4-3-3.md	2.4.3.3	typed	typed	prose	typed	626-627		
2-4-3-4.md	2.4.3.4	typed	typed	prose	typed	627-628		
2-4-3-5.md	2.4.3.5	typed	typed	prose	typed	628-629		
2-4-3-6.md	2.4.3.6	typed	typed	prose	typed	629-631		
2-4-3-7.md	2.4.3.7	typed	typed	prose	typed	631-632		
2-4-4.md	2.4.4	typed	typed	prose	typed	632-634		
2-4-4-1.md	2.4.4.1	typed	typed	prose	typed	634-635		
2-4-4-2.md	2.4.4.2	typed	typed	prose	typed	635-636		
2-4-4-3.md	2.4.4.3	typed	typed	prose	typed	636-637		
